timestamp,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,wind_direction_deg,cloud_cover_pct,solar_radiation_wm2,precipitation_mm,dew_point_c,visibility_km,soil_moisture_pct,uv_index,feels_like_c,target_temperature_6h_c
2024-04-05 12,29.2516,72.1366,1011.1494,0.4077,327.0725,5.3617,923.548,0.0,23.7134,18.1424,63.701,8.6426,29.5178,27.977
2024-04-05 13,29.2557,76.0703,1011.0322,1.4893,334.4848,21.521,816.6407,0.0,24.6024,18.685,62.806,7.7321,29.8979,27.8416
2024-04-05 14,29.0703,,1010.237,0.5704,331.3716,17.775,743.9302,0.0,25.1734,19.1536,61.9319,6.8282,29.329,27.071
2024-04-05 15,29.0547,85.921,1009.4441,1.6472,322.7382,58.884,387.1954,0.0,26.4571,17.943,61.2028,3.5507,29.8476,26.3372
2024-04-05 16,29.1209,75.4599,1011.607,1.5613,332.7016,2.6719,444.0349,0.0,24.3376,18.1269,60.5756,4.1095,29.0673,26.1787
2024-04-05 17,28.3745,78.7918,1012.5738,2.9972,329.258,14.7026,199.3025,0.0,24.3363,18.2133,60.2002,2.2599,28.4411,25.3573
2024-04-05 18,27.977,80.2664,1011.3776,1.4589,315.1277,11.423,0.0,0.0,,18.6615,59.7932,0.0,28.1892,24.3966
2024-04-05 19,27.8416,80.566,1011.6352,4.2619,305.1041,25.2343,0.0,0.0,24.1899,19.2128,59.519,0.0,27.7653,24.4005
2024-04-05 20,27.071,78.3481,1010.9172,0.5241,307.5021,24.505,0.0,0.0,22.9779,17.9803,59.0696,0.0,27.5103,25.1811
2024-04-05 21,26.3372,77.5403,1011.0603,0.7919,311.9143,15.4645,43.3177,0.0,22.0959,17.8613,58.638,0.4663,26.5475,24.8511
2024-04-05 22,26.1787,77.3471,1009.8023,1.7229,310.8687,15.923,7.0028,0.0,21.9015,18.5371,58.0584,0.3167,26.1095,23.5106
2024-04-05 23,,83.3816,1009.2406,1.3337,310.2734,27.2369,1.9819,0.0,22.3354,17.0854,57.7558,0.1563,25.6008,24.174
2024-04-06 00,24.3966,92.961,1008.5961,2.3036,305.0976,56.2219,0.0,0.0,23.1834,16.4566,57.5243,0.113,24.9609,24.1426
2024-04-06 01,24.4005,89.4604,1008.8497,3.9447,309.017,75.2665,0.0,0.0,22.5537,18.3908,57.1392,0.1495,24.4494,25.4047
2024-04-06 02,25.1811,92.6879,1008.9238,4.3371,329.2627,56.5329,0.0,0.0,23.9119,17.1427,56.716,0.0,25.6927,25.3736
2024-04-06 03,24.8511,86.7937,1008.1888,0.9137,311.0938,53.7232,14.9781,0.0,22.499,18.6581,56.4078,0.0,25.4049,26.6538
2024-04-06 04,23.5106,99.2756,1005.398,7.4278,314.0258,100.0,0.0,1.116,23.3901,12.2524,56.8903,0.5141,23.8322,26.9738
2024-04-06 05,24.174,93.4319,1006.9577,3.1067,317.9408,85.5661,,0.225,23.0464,17.0808,56.8732,0.0,24.9321,27.3617
2024-04-06 06,24.1426,100.0,1004.3012,3.5544,341.1089,100.0,,0.953,24.1426,13.9159,57.3614,0.2479,24.881,27.944
2024-04-06 07,25.4047,88.5916,1006.7071,2.1791,355.9549,56.9294,141.673,0.0,23.3823,18.1194,57.0131,0.8569,25.8304,28.8506
2024-04-06 08,25.3736,92.0129,1007.0298,0.9992,5.2181,72.0009,223.4386,0.0,23.9808,17.9161,56.593,2.4098,26.4291,28.8668
2024-04-06 09,26.6538,85.3474,1007.3593,1.5059,13.8157,59.1882,414.9739,0.0,23.99,17.3027,56.115,4.098,26.9781,29.0107
2024-04-06 10,26.9738,92.409,1008.5261,1.844,20.8961,63.169,441.9035,0.0,25.6368,17.168,55.4843,3.8229,27.7887,28.5847
2024-04-06 11,27.3617,93.3977,1006.6296,2.3529,22.5411,83.5851,329.8308,0.725,26.2008,16.9949,55.5843,3.2048,28.5292,27.741
2024-04-06 12,27.944,90.2252,1005.9292,4.5203,20.3036,,285.4748,,26.1921,18.9365,55.0766,3.0883,28.2718,28.0034
2024-04-06 13,28.8506,88.7409,1006.266,5.8543,2.1965,84.3593,328.8933,0.0,26.8047,18.2944,54.3632,2.9412,29.2298,27.0478
2024-04-06 14,28.8668,84.4138,1008.4772,1.1905,3.8936,77.1973,339.6009,0.0,25.9735,18.308,53.8148,3.371,29.2598,26.9293
2024-04-06 15,29.0107,80.7882,1007.9829,1.439,1.7259,44.3511,479.4167,0.0,25.3739,17.1693,53.0466,4.3132,29.87,25.8015
2024-04-06 16,28.5847,76.038,1008.4206,5.3925,7.4064,36.0445,382.8655,0.0,23.947,17.4318,52.3649,3.6848,28.4095,25.4604
2024-04-06 17,27.741,93.2477,1006.9891,3.212,356.0999,94.6211,72.792,2.588,26.5496,15.4955,53.9332,0.4706,28.5935,24.9649
2024-04-06 18,28.0034,86.437,1007.1165,,347.9511,80.2316,,0.847,25.5265,17.4348,54.3707,0.0913,28.7501,24.0363
2024-04-06 19,27.0478,87.1678,1008.3518,2.0329,330.9646,70.6128,0.0,0.0,24.7291,19.0895,54.2357,0.1112,27.4299,23.1743
2024-04-06 20,26.9293,84.3018,1007.2001,2.3696,329.9837,57.192,52.8725,0.0,24.0547,16.8889,53.7242,0.7562,27.4118,22.4694
2024-04-06 21,25.8015,90.4447,1008.5733,1.7972,339.243,57.5674,0.0,0.0,24.1175,17.2252,53.4649,0.0,26.5799,23.4201
2024-04-06 22,25.4604,93.1803,1008.3416,2.7651,348.3715,60.2912,0.9388,0.0,24.2769,15.9754,53.2595,0.0,26.3137,23.7448
2024-04-06 23,24.9649,92.1925,1007.5009,3.5547,350.0315,64.3341,0.0,0.0,23.6087,17.339,52.8825,0.0,25.2404,24.0531
2024-04-07 00,24.0363,90.7067,1007.2229,3.1274,3.5061,50.4719,,0.0,22.422,16.8603,52.5591,0.0757,24.5738,24.2966
2024-04-07 01,23.1743,97.0081,1006.8268,2.3318,4.5691,71.8047,0.0,,22.6727,16.1094,52.0581,0.2481,24.4306,24.9718
2024-04-07 02,22.4694,100.0,1005.7753,2.8167,6.7515,99.2048,0.0,1.088,22.4694,15.9106,52.5743,0.0,23.3523,25.5586
2024-04-07 03,23.4201,85.6274,1007.9819,0.9321,9.6624,21.3674,0.0,0.0,20.8728,17.4463,52.4163,0.3664,24.2508,25.8473
2024-04-07 04,23.7448,91.8267,1008.1624,1.854,24.0901,28.9302,0.3437,0.0,22.3355,18.0597,52.2347,0.0,24.7294,27.8305
2024-04-07 05,24.0531,93.3435,1007.2521,1.5279,30.8643,51.7514,8.1922,0.0,22.9108,16.5744,51.9668,0.0183,24.7891,28.5321
2024-04-07 06,24.2966,92.289,1008.2375,0.8846,36.0318,69.4092,53.6052,0.0,22.9644,17.4599,51.5257,0.5622,25.3566,28.2716
2024-04-07 07,24.9718,89.7705,1009.0664,1.8862,39.824,58.0563,140.6107,0.0,23.1743,17.2805,51.1386,1.3989,25.6377,28.8149
2024-04-07 08,25.5586,95.2563,1008.2639,1.9192,23.2444,81.7761,181.1482,0.303,24.7425,16.4663,51.0904,1.6131,26.7995,28.8415
2024-04-07 09,25.8473,94.0096,1007.6403,3.9905,22.54,79.7163,279.581,0.795,24.8087,17.5787,51.2687,2.8274,26.3734,29.1154
2024-04-07 10,27.8305,83.7883,1008.178,1.5832,56.0403,62.6462,467.2573,0.0,24.8343,16.6822,50.6736,4.1503,28.1792,29.4519
2024-04-07 11,28.5321,88.9296,1008.161,3.0043,40.3682,65.5907,458.4567,0.0,26.527,17.3564,49.87,4.1841,29.2936,29.3928
2024-04-07 12,28.2716,89.9065,1007.2184,2.3599,49.5813,94.8264,222.7867,0.839,26.4554,15.6366,50.2337,2.0675,28.8415,29.5242
2024-04-07 13,28.8149,89.0368,1008.1612,3.9067,54.2053,85.0347,302.8674,0.969,26.8261,16.3049,50.1424,2.9674,29.1598,27.9634
2024-04-07 14,28.8415,86.8022,1005.6941,5.4832,42.9197,80.1354,346.5253,4.212,26.4208,13.2365,52.6444,2.8306,29.1146,26.547
2024-04-07 15,29.1154,81.1302,1007.49,2.6932,44.9478,85.3839,248.0756,2.064,25.547,16.3356,53.7783,1.8743,29.3431,25.2416
2024-04-07 16,29.4519,77.1069,1009.4202,1.2936,50.1481,65.0499,277.0739,0.0,25.0188,19.1867,53.2478,2.6466,29.7996,24.8564
2024-04-07 17,29.3928,81.2367,1009.5958,2.3877,54.3456,64.9231,173.6972,0.0,25.8393,20.0,52.6392,1.9323,29.6724,24.0892
2024-04-07 18,29.5242,81.004,1009.8025,2.7053,80.7359,38.4812,0.0,0.148,25.9188,17.5969,52.3077,0.0,29.8079,23.7415
2024-04-07 19,27.9634,84.0765,1008.7046,1.5188,72.8993,69.4124,0.0,0.0,25.022,18.9876,52.0151,0.0,28.5147,23.8411
2024-04-07 20,26.547,85.6199,1008.0949,1.5156,74.0835,71.9605,0.0,0.0,23.9384,19.1833,51.5834,0.6276,26.9848,23.5862
2024-04-07 21,25.2416,97.3055,1006.5996,1.7571,58.5457,84.8967,30.7089,3.331,24.7834,14.3645,53.7391,0.9556,26.4907,23.2042
2024-04-07 22,24.8564,92.1657,1007.2632,2.5332,46.621,88.6938,16.5552,0.0,23.4964,16.6853,53.5909,0.0,25.2715,23.0461
2024-04-07 23,,90.1376,1008.8507,2.7612,45.906,61.1047,28.836,0.014,22.3706,17.4211,53.2422,0.5138,24.5377,23.3851
2024-04-08 00,23.7415,93.2142,1009.7406,2.2652,48.5393,60.1858,0.0,0.0,22.579,16.2898,53.1214,0.4251,24.5498,24.2638
2024-04-08 01,23.8411,93.7334,1011.1524,0.8167,42.9609,55.6629,0.0,0.0,22.7694,16.3837,53.0558,0.0,24.7209,24.5925
2024-04-08 02,23.5862,86.5703,1010.872,0.7145,47.6615,23.6391,0.0,0.0,21.2142,17.1571,52.5497,0.3546,24.5378,25.4581
2024-04-08 03,23.2042,92.9858,1010.3128,1.2621,41.232,54.9094,26.3055,0.0,22.0062,17.5561,52.3241,0.3508,,25.3463
2024-04-08 04,23.0461,,1010.3471,0.9734,39.5839,52.891,25.6041,0.0,,15.6934,51.9475,0.0551,24.0338,26.9634
2024-04-08 05,23.3851,94.475,1011.4638,0.8962,37.8225,63.3,0.0,0.0,22.4466,17.6185,51.7857,0.0,24.2673,28.8946
2024-04-08 06,24.2638,89.1594,1011.728,3.1967,19.9704,49.469,5.2841,0.0,22.3635,17.2482,51.5257,0.3607,24.7989,30.0555
2024-04-08 07,,91.3579,1011.8937,2.3089,7.6287,56.3277,148.1698,0.0,23.0896,16.6583,51.2316,1.6476,25.2776,30.4852
2024-04-08 08,25.4581,87.0396,1011.902,3.0535,13.9605,48.7052,309.4768,0.0,23.1422,18.655,50.6836,2.8411,25.8846,30.4999
2024-04-08 09,25.3463,93.3358,1008.4452,4.6724,21.6023,100.0,148.104,0.931,24.1915,15.72,50.8019,1.1969,25.5343,30.6106
2024-04-08 10,26.9634,86.727,1012.6658,4.8478,23.6255,55.2421,479.8201,0.533,24.5614,17.3516,50.4602,4.2319,26.6569,30.2877
2024-04-08 11,28.8946,78.4779,1013.2651,1.6282,13.6503,54.4749,509.0995,0.0,24.7742,18.4068,49.9002,4.7025,29.3278,29.7223
2024-04-08 12,30.0555,73.8139,1012.9513,0.7321,9.97,17.0158,829.3413,0.0,24.8695,18.3145,48.8457,8.4323,30.272,29.362
2024-04-08 13,30.4852,72.1469,1013.2984,2.1314,6.7892,4.3424,881.4384,0.0,24.8997,19.1149,48.0787,8.1255,30.4842,29.7458
2024-04-08 14,30.4999,74.1268,1014.3536,0.7739,346.9479,9.1722,779.0389,0.0,25.3683,18.1583,47.1457,7.2906,31.0112,29.4244
2024-04-08 15,30.6106,72.4582,1014.1416,1.3256,348.2912,12.2012,667.8542,0.0,25.0923,18.5678,46.4553,6.2746,30.472,28.2371
2024-04-08 16,30.2877,74.2769,1012.845,0.7381,352.3407,1.2552,449.1715,0.0,25.1979,18.2124,45.7446,4.2153,30.5855,26.9032
2024-04-08 17,29.7223,78.0981,1012.9348,1.9627,353.0164,17.1406,228.6253,0.0,25.4953,17.7359,45.1871,2.2609,29.9284,25.9552
2024-04-08 18,29.362,77.2582,1012.2734,0.639,347.2816,22.0375,0.0,0.0,24.9646,18.2247,44.9522,0.0,29.7688,25.2781
2024-04-08 19,29.7458,74.0176,1012.9589,0.948,344.0705,3.2002,0.0,0.0,24.6176,17.4147,44.7357,0.0,30.1041,23.7786
2024-04-08 20,29.4244,74.885,1011.9424,2.4121,315.43,20.93,30.1549,0.0,24.5027,16.6191,44.2583,0.0,29.5405,23.7805
2024-04-08 21,28.2371,77.0361,1011.792,2.4627,313.1897,15.1043,0.0,0.0,23.8278,20.0,43.9447,0.0,28.3053,23.8607
2024-04-08 22,26.9032,80.5089,1011.5278,1.1006,338.1062,8.0727,0.0,0.0,23.2648,19.0873,43.523,0.0,27.2064,24.4867
2024-04-08 23,25.9552,81.4138,,0.3386,330.1877,30.6506,0.0,0.0,22.5261,19.8614,43.1525,0.0,26.3597,23.8846
2024-04-09 00,25.2781,83.5908,1010.1082,1.5408,340.5336,8.2417,16.4765,0.0,22.299,17.7743,42.7549,0.0281,25.7979,25.4817
2024-04-09 01,23.7786,88.464,1011.2761,1.7828,338.1827,24.5154,3.366,0.0,21.7568,16.6846,42.6481,0.0,24.5303,26.025
2024-04-09 02,23.7805,90.5914,1011.3619,2.1843,332.8965,27.754,40.3218,0.0,22.1483,14.8244,42.3449,0.2823,24.6386,26.2609
2024-04-09 03,23.8607,86.3358,1011.5057,0.6918,353.3379,21.2686,0.0,0.0,21.4395,18.282,41.9303,0.0219,24.6836,26.7037
2024-04-09 04,24.4867,85.1464,1011.8491,1.7384,327.3688,22.2148,0.0,0.0,21.8268,18.2149,41.6714,0.0,24.7256,28.1101
2024-04-09 05,23.8846,94.6339,1011.5392,2.0123,344.4324,62.2227,,0.0,22.9704,17.4808,41.3806,0.0,24.8293,28.3295
2024-04-09 06,25.4817,87.6995,1011.3445,3.8618,338.8168,52.9209,0.0,0.0,23.2904,17.6249,41.0998,0.0,25.845,29.832
2024-04-09 07,26.025,91.2903,1011.0849,1.0964,318.7009,43.3917,162.3704,0.0,24.4936,18.8785,40.9609,1.5782,27.0,29.7328
2024-04-09 08,26.2609,84.2747,1010.3123,1.2553,334.8301,43.773,329.4667,0.0,23.3951,16.5925,40.5673,3.0678,26.6737,29.3274
2024-04-09 09,26.7037,86.489,1010.6123,1.0129,332.7105,56.6615,397.6732,0.0,24.2604,16.9694,40.1033,3.6398,27.1216,29.1776
2024-04-09 10,28.1101,86.322,1010.3505,1.2362,328.0386,62.079,466.2585,0.0,25.6088,19.164,39.3925,4.6875,28.7115,29.3388
2024-04-09 11,28.3295,84.2068,1008.9989,1.402,329.5618,82.1211,379.5212,0.644,25.4062,17.5724,39.2871,4.0231,28.8923,28.6971
2024-04-09 12,29.832,83.1475,1007.9083,2.1653,333.0335,100.0,177.1464,0.0,26.6612,18.468,38.9075,1.797,30.3209,28.3675
2024-04-09 13,29.7328,84.9473,1007.4866,3.639,332.9984,93.2128,311.9702,0.0,26.9282,18.8223,38.3263,2.5813,30.2495,28.2287
2024-04-09 14,29.3274,89.79,1007.1753,2.6004,339.8417,100.0,159.574,1.114,27.475,,38.9414,1.0961,29.9892,27.8017
2024-04-09 15,29.1776,83.7206,1007.5021,3.2833,357.2306,80.4035,262.6151,1.194,26.1381,17.4518,39.5168,2.8036,29.4833,26.435
2024-04-09 16,29.3388,81.2055,1008.859,2.2731,354.0597,54.8267,245.9941,0.0,25.7802,16.275,39.1572,2.8291,29.5381,24.5996
2024-04-09 17,28.6971,81.3904,1008.5612,2.27,339.1318,56.1947,185.7733,0.0,25.1933,18.7803,38.5225,1.5521,28.814,24.5604
2024-04-09 18,28.3675,83.5004,1008.8271,1.867,334.2338,53.5346,23.2299,0.0,25.3017,18.4146,38.2396,0.3749,28.7738,24.3154
2024-04-09 19,28.2287,85.2758,1009.5408,3.4491,329.2782,67.2899,0.0,0.129,25.5198,18.4716,38.0623,0.0,28.7016,24.4296
2024-04-09 20,27.8017,83.3846,1009.7817,1.9258,318.47,59.4739,47.7576,,24.7254,,37.9804,0.2551,28.077,23.8353
2024-04-09 21,26.435,85.7562,1010.5121,1.3422,306.3477,70.6463,0.0,0.0,23.855,18.4989,37.7208,0.0,26.8735,24.1326
2024-04-09 22,24.5996,96.6185,1008.5339,3.267,300.0609,83.9246,0.0,6.686,24.0255,11.6123,42.3699,0.0631,24.9358,24.0221
2024-04-09 23,24.5604,99.2863,1010.0369,,304.7543,90.0785,2.696,1.637,24.4407,16.1997,43.3951,0.4647,25.5661,24.4231
2024-04-10 00,24.3154,94.9759,1010.5781,1.0609,295.4222,54.7163,29.3663,0.0,23.458,18.5342,43.1891,0.5308,25.199,24.7634
2024-04-10 01,24.4296,92.3871,1012.4197,6.4011,317.1574,52.3396,0.0,0.0,23.1137,16.8224,42.9326,0.0,24.3382,24.4972
2024-04-10 02,23.8353,89.3217,1011.4269,2.4286,316.3168,49.7912,42.2566,0.0,21.9709,19.0581,42.5687,0.561,24.3487,26.7824
2024-04-10 03,24.1326,93.372,1011.0901,1.2999,306.758,58.5908,3.9823,0.0,22.9947,17.4247,42.3371,0.0,24.8315,28.3046
2024-04-10 04,24.0221,92.8884,1010.3822,1.0381,313.7649,45.3389,21.7783,0.0,22.7995,16.9903,42.1989,0.4579,24.9329,29.0937
2024-04-10 05,24.4231,95.4523,1009.3798,1.7509,311.23,87.2852,0.0,0.0,23.648,15.9806,42.1839,0.0934,25.0447,29.3526
2024-04-10 06,24.7634,90.1504,1009.3613,2.8551,314.0053,72.0177,0.0,0.507,23.0385,16.9769,42.3804,0.3502,25.2546,29.9506
2024-04-10 07,24.4972,98.9369,1009.3387,2.707,314.993,77.5099,114.6297,1.404,24.3187,14.8473,43.0894,0.6107,25.2425,29.1332
2024-04-10 08,26.7824,81.3571,1010.8199,0.5562,305.2099,42.4429,335.9965,0.0,23.3207,18.2509,42.6235,3.0359,27.3875,30.2951
2024-04-10 09,28.3046,85.0223,1010.2822,1.5579,292.7822,54.2446,422.3674,0.0,25.544,,42.0706,3.9678,29.1098,30.078
2024-04-10 10,29.0937,82.9488,1010.0299,2.7428,279.5025,55.8594,516.07,0.0,25.8996,18.5559,41.5141,4.9595,29.7238,30.2012
2024-04-10 11,29.3526,85.5301,1009.3693,1.9458,253.456,75.9058,416.2378,0.0,26.6718,18.3653,40.8719,3.5221,29.935,29.3927
2024-04-10 12,29.9506,79.7085,1009.9871,1.0273,265.2277,53.5462,586.4058,0.0,26.0611,17.4444,40.295,5.5631,30.2109,28.1595
2024-04-10 13,29.1332,82.4379,1010.1266,2.5388,265.943,63.3125,482.2824,0.0,25.8339,17.5085,39.868,4.4699,29.4331,27.8194
2024-04-10 14,30.2951,78.8585,1010.801,0.9049,256.3329,49.4817,526.9133,0.0,26.2144,18.2679,39.1725,5.3323,,27.8601
2024-04-10 15,30.078,82.2767,1010.7705,2.8878,252.6263,76.6798,278.8577,0.521,26.7226,17.6381,39.2089,2.3813,30.7183,26.6924
2024-04-10 16,30.2012,83.246,1010.7291,1.5119,267.7112,74.0026,208.8001,0.148,27.0421,18.705,38.9192,1.964,30.9603,26.8044
2024-04-10 17,29.3927,,1012.0266,2.9524,257.1549,60.9583,145.1778,0.0,26.1467,17.647,38.3889,1.6563,29.7933,25.9827
2024-04-10 18,28.1595,89.1291,1010.9843,2.4797,253.8175,75.3154,3.332,1.122,26.1978,16.4879,39.0301,0.3021,29.0757,24.5588
2024-04-10 19,27.8194,88.1824,,2.9388,264.6312,66.1459,0.8953,1.605,25.6824,17.2663,39.9328,0.0,27.9517,24.3985
2024-04-10 20,27.8601,85.1927,1010.1748,2.9583,254.1524,90.9725,7.6403,0.0,25.1421,18.7388,39.6429,,28.4596,23.6582
2024-04-10 21,26.6924,92.3455,1009.8485,1.4158,250.4697,78.5622,17.726,2.138,25.3466,17.8915,41.0013,0.0,27.4323,23.2424
2024-04-10 22,26.8044,85.7569,1010.7659,1.8716,237.1664,75.165,0.0,0.0,24.2175,17.903,40.4853,0.0,27.3778,23.4591
2024-04-10 23,25.9827,84.2333,1009.7006,3.0031,234.546,76.5632,33.9383,0.0,23.1147,17.4853,40.2754,0.1507,26.3208,24.9566
2024-04-11 00,24.5588,91.7943,1010.8471,1.885,,82.9317,0.0,2.285,23.1351,15.6389,41.7329,0.0755,25.4161,25.1757
2024-04-11 01,24.3985,93.154,1010.1349,1.759,227.3494,74.2069,2.6229,0.726,23.2197,17.1251,41.9286,0.0057,25.0998,24.9506
2024-04-11 02,23.6582,94.158,1008.8854,1.8653,226.1702,79.3033,8.3462,0.422,22.6624,16.2889,42.0201,0.1388,24.3828,26.2854
2024-04-11 03,23.2424,97.7961,1009.41,0.9754,221.6982,74.3169,20.2647,0.0,22.874,16.4637,41.8374,0.0797,24.5682,26.2545
2024-04-11 04,23.4591,92.3674,1010.7161,1.121,235.33,63.2078,0.0,0.0,22.1492,17.4838,41.5336,0.0833,24.5423,25.9895
2024-04-11 05,24.9566,91.9214,1010.193,2.8669,246.0317,57.77,0.0,0.0,23.5516,17.3606,41.2057,0.0,25.2977,27.7929
2024-04-11 06,25.1757,90.2671,1010.3316,2.059,236.8611,57.5356,0.0,0.0,23.467,16.9517,40.647,0.1218,25.6712,28.008
2024-04-11 07,24.9506,93.0571,1009.4852,2.7673,228.6951,84.6061,,2.654,23.7496,15.9114,42.2959,0.6857,25.5802,28.2187
2024-04-11 08,26.2854,90.8323,1009.9219,2.6702,236.956,66.9787,251.1844,0.0,24.6669,17.5643,41.6917,2.3829,26.7249,29.5526
2024-04-11 09,26.2545,94.3661,1009.889,2.7543,238.0417,70.9842,299.6861,3.074,25.2763,13.1935,43.5382,2.8418,27.2003,29.42
2024-04-11 10,,97.2517,1007.7256,4.7406,254.8961,100.0,167.0757,8.207,25.5195,12.9836,49.1052,1.2927,26.5342,29.7114
2024-04-11 11,27.7929,91.4038,1010.9778,2.2785,266.912,69.028,444.2301,1.784,26.2624,14.0073,49.8932,4.3851,28.5476,28.952
2024-04-11 12,28.008,85.1253,1010.4483,3.126,268.0939,85.5381,349.7828,0.0,25.2738,17.4815,49.2428,3.3913,28.5833,28.833
2024-04-11 13,28.2187,90.9713,1009.9752,3.1695,266.3824,87.5296,294.7727,1.827,26.603,16.5873,50.0379,2.6149,29.0239,28.5268
2024-04-11 14,29.5526,85.0994,1009.8613,1.8956,252.5904,83.668,274.7664,0.0,26.7821,17.8008,49.6524,2.7229,30.1088,27.5529
2024-04-11 15,29.42,85.9401,1010.9149,3.1167,247.7007,72.912,342.0185,0.267,26.8192,18.1913,49.0883,3.0806,30.0596,26.706
2024-04-11 16,29.7114,79.7427,1012.4915,3.2041,235.9724,48.6422,333.8536,0.0,25.836,17.3483,48.3112,3.5328,29.9049,24.8826
2024-04-11 17,28.952,80.3326,1012.7885,2.1624,224.8784,50.5229,155.3206,0.0,25.2217,19.233,47.9043,1.7166,29.0252,23.4231
2024-04-11 18,28.833,74.917,1013.6628,1.9224,224.1752,19.0825,2.2058,0.0,23.9395,17.5024,47.535,0.0,28.6864,22.9512
2024-04-11 19,28.5268,80.3577,1013.8027,2.0859,213.3321,6.2456,20.6707,0.0,24.8134,18.1543,47.1163,0.0,28.8466,22.6025
2024-04-11 20,27.5529,81.5824,1012.6422,3.1854,221.7544,17.9603,28.8659,0.0,24.1176,17.3451,46.8074,0.7363,27.6911,22.6264
2024-04-11 21,26.706,80.8075,1012.9216,0.9467,221.2582,5.9957,2.7032,0.0,23.1342,17.4079,46.4236,0.0,27.1374,23.2167
2024-04-11 22,24.8826,85.6145,1013.1209,2.1045,206.2929,0.4376,0.0,0.0,22.3049,18.4069,46.3057,0.1799,25.0014,23.1408
2024-04-11 23,23.4231,93.3042,1012.653,1.2735,229.7483,60.3678,27.3316,0.0,22.2792,,45.788,0.4743,24.1486,24.8951
2024-04-12 00,22.9512,89.1629,1012.0886,1.2285,231.53,46.38,0.0,0.0,21.0701,15.8304,45.4734,0.0,23.5574,26.378
2024-04-12 01,22.6025,93.1,1011.7602,0.7613,238.0908,49.769,2.466,0.0,21.4299,17.8244,45.27,0.0,23.4989,27.1025
2024-04-12 02,22.6264,93.1415,1011.4824,2.9924,240.854,50.9698,15.2862,0.0,21.4608,16.8381,44.9079,0.514,23.14,27.878
2024-04-12 03,23.2167,93.4388,1008.6211,2.2461,245.9872,75.3846,28.5394,0.0,22.0983,17.3594,44.647,0.5475,23.8337,28.2442
2024-04-12 04,23.1408,100.0,1008.2766,2.3319,240.4786,84.5548,1.6261,1.389,23.1408,13.7826,45.4176,0.0975,24.1839,28.5363
2024-04-12 05,24.8951,94.397,1008.9193,1.2498,235.1309,80.7088,0.0,1.267,23.9322,,46.1853,0.0,25.7314,28.7388
2024-04-12 06,26.378,84.4724,1010.8112,1.7412,224.3228,26.4448,35.5287,0.0,23.5486,17.0188,45.629,0.3175,26.5297,28.3866
2024-04-12 07,27.1025,81.9801,1011.7509,1.5812,216.9602,21.6087,217.061,0.0,23.7594,19.0872,45.4938,2.1206,27.4315,29.3566
2024-04-12 08,27.878,77.5152,1011.9059,3.7354,223.3251,22.6515,415.4226,0.0,23.5831,17.4967,44.7339,3.9438,27.8682,28.9872
2024-04-12 09,28.2442,79.9554,1011.5979,1.0039,212.2613,19.7974,588.7148,0.0,24.4545,18.9591,44.0088,5.5608,28.6519,29.7748
2024-04-12 10,28.5363,78.985,1010.7834,1.2238,187.4057,51.3868,547.7574,0.0,24.5343,16.3819,43.354,4.9479,28.7274,29.2935
2024-04-12 11,28.7388,85.7674,1008.9528,3.3047,197.2202,76.998,368.04,1.82,26.1169,17.1747,44.1424,3.6125,28.8946,28.3296
2024-04-12 12,28.3866,84.1325,1009.1525,1.9311,185.4932,81.0843,384.4373,0.566,25.4472,17.4304,44.2463,3.3805,28.9655,28.3835
2024-04-12 13,29.3566,80.9695,1010.6533,0.509,201.861,56.5091,599.8887,0.0,25.7484,17.6833,43.5899,5.4906,29.8949,28.675
2024-04-12 14,28.9872,80.5625,1009.9946,1.1781,215.8188,57.0916,490.8273,0.0,25.304,17.6112,43.0616,4.5792,29.6692,27.8826
2024-04-12 15,29.7748,74.7725,1011.1756,1.4796,199.8549,47.5036,487.3803,0.0,24.8153,18.4428,42.6101,4.4639,29.8601,27.155
2024-04-12 16,29.2935,80.2109,1010.4875,2.2443,200.4426,47.7367,338.0655,0.0,25.5284,17.7797,42.1653,3.182,29.3681,27.0113
2024-04-12 17,28.3296,85.6785,1010.1574,1.9729,211.6582,60.255,123.2793,1.009,25.6981,,42.5067,1.0676,28.8518,24.9574
2024-04-12 18,28.3835,83.7241,1010.4225,1.8051,215.039,60.856,8.6544,0.0,25.3624,18.0232,42.2594,0.0,29.0121,24.7188
2024-04-12 19,28.675,81.2266,1010.7007,2.0718,211.2421,54.3102,0.0,0.0,25.1379,16.0893,41.8164,0.1585,29.1252,25.1148
2024-04-12 20,27.8826,83.4044,1010.1806,1.5245,219.9654,34.0202,0.0,0.0,24.8085,20.0,,0.0,28.176,23.5295
2024-04-12 21,27.155,85.6896,1010.4135,2.4415,230.0377,61.4923,8.9542,0.0,24.5483,17.1773,40.9703,0.5935,27.6952,24.4102
2024-04-12 22,27.0113,83.9756,1010.6568,1.7739,230.1777,27.8112,1.7331,0.0,24.0704,18.2878,40.6795,0.0,,24.8013
2024-04-12 23,24.9574,90.8288,1009.0142,5.6854,211.9665,81.9453,0.0,0.87,23.3541,15.5499,41.2,0.0,25.0491,25.9417
2024-04-13 00,,97.5044,1008.9909,5.9321,221.2726,88.5748,0.0,0.0,24.2965,16.7382,40.8298,0.0114,24.9989,25.6029
